CAPCP Geocodes,EC CLC,UU Scale,UU Name,don't touch this tab
5933848,,CSD,Nickel Palm 4,
5933839,,CSD,Lytton  4A,
5933874,,CSD,Tsaukan 12,
5933868,,CSD,Spintlum Flat 3,
5933826,,CSD,Kanaka Bar 1A,
5933808,,CSD,Nooaitch 10,
5933008,083200-085100-083300,CSD,Thompson-Nicola M,
5933039,083200-085100-083300,CSD,Thompson-Nicola J (Copper Desert Country),
5933024,,CSD,Cache Creek,
5933844,,CSD,Ashcroft 4,
5933877,,CSD,Whispering Pines 4,
5933828,,CSD,Basque 18,
5933837,,CSD,Peq-Paq 22,
5933834,,CSD,Kumcheen 1,
5933841,,CSD,Lytton  9A,
5933873,,CSD,Stryen 9,
5933815,,CSD,Halhalaeden 14A,
5933832,,CSD,Klickkumcheen 18,
5933850,,CSD,Nickeyeah 25,
5933824,,CSD,Skuppah 2A,
5933825,,CSD,Inklyuhkinatko 2,
5933827,,CSD,Kanaka Bar 2,
5933019,,CSD,Ashcroft,
5933032,083200-085100-083300,CSD,Thompson-Nicola E (Bonaparte Plateau),
5933067,,CSD,Clearwater,
5933028,,CSD,Clinton,
5933875,,CSD,Upper Hat Creek 1,
5933044,083200-085100-083300,CSD,Thompson-Nicola P (Rivers and the Peaks),
5933888,,CSD,Louis Creek 4,
5933854,,CSD,Paska Island 3,
5933857,,CSD,Pemynoos 9,
5933871,,CSD,Spences Bridge 4C,
5933818,,CSD,Halhalaeden 14,
5933884,,CSD,Sahhaltkum 4,
5933823,,CSD,Kitzowit 20,
5933803,,CSD,Hamilton Creek 2,
5933012,083200-085100-083300,CSD,Thompson-Nicola N,
5933811,,CSD,Zoht 4,
5933830,,CSD,Klahkowit 5,
5933035,,CSD,Logan Lake,
5933816,,CSD,Chuchhriaschin 5,
5933831,,CSD,Kleetlekut 22,
5933851,,CSD,Nicomen 1,
5933859,,CSD,Shackan 11,
5933885,,CSD,Neskonlith 2,
5933866,,CSD,Skwayaynope 26,
5933807,,CSD,Nicola Mameet 1,
5933846,,CSD,Oregon Jack Creek 5,
5933074,,CSD,Barriere,
5935,083520,CD,Central Okanagan,
5935016,,CSD,Lake Country,
5935802,,CSD,Tsinstikeptum  9,
5935010,083520,CSD,Kelowna,
5935803,,CSD,Tsinstikeptum 10,
5935029,083520,CSD,West Kelowna,
5935020,083520,CSD,Central Okanagan J,
5935018,,CSD,Peachland,
5935012,083520,CSD,Central Okanagan,
5935801,,CSD,Duck Lake 7,
5937,083510,CD,North Okanagan,
5937802,,CSD,Enderby 2,
5937805,,CSD,Harris 3,
5937014,083510,CSD,Vernon,
5937005,,CSD,Lumby,
5937801,083500,CSD,Okanagan (Part) 1,
5937024,,CSD,Spallumcheen,
5937017,083510,CSD,North Okanagan B,
5937033,,CSD,Enderby,
5937010,,CSD,Coldstream,
5937022,083510,CSD,North Okanagan D,
5937028,,CSD,Armstrong,
5937803,,CSD,Priest's Valley 6,
5937041,083510,CSD,North Okanagan F,
5937021,083510,CSD,North Okanagan C,
5937023,083510,CSD,North Okanagan E,
5939,083600-085200-085400-085500,CD,Columbia-Shuswap,
5939804,083500,CSD,Okanagan (Part) 1,
5939809,,CSD,Switsemalph 6,
5939019,,CSD,Revelstoke,
5939023,083600-085200-085400-085500,CSD,Columbia-Shuswap B,
5939807,,CSD,Scotch Creek 4,
5939801,,CSD,Chum Creek 2,
5939803,,CSD,North Bay 5,
5939007,,CSD,Golden,
5939044,083600-085200-085400-085500,CSD,Columbia-Shuswap F,
5939037,083600-085200-085400-085500,CSD,Columbia-Shuswap C,
5939032,,CSD,Salmon Arm,
5939808,,CSD,Switsemalph 3,
5939011,083600-085200-085400-085500,CSD,Columbia-Shuswap A,
5939802,,CSD,Hustalen 1,
5939805,,CSD,Quaaout 1,
5939806,,CSD,Salmon River 1,
5939810,,CSD,Switsemalph 7,
5939043,083600-085200-085400-085500,CSD,Columbia-Shuswap E,
5939039,083600-085200-085400-085500,CSD,Columbia-Shuswap D,
5939045,,CSD,Sicamous,
5941,086210-086220,CD,Cariboo,
5941835,,CSD,Coglistiko River 29,
5941881,,CSD,Baezaeko River 27,
5941871,,CSD,Fishtrap 19,
5941827,,CSD,Charley Boy's Meadow 3,
5941818,,CSD,Alexis Creek 16,
5941822,,CSD,Anahim's Meadow 2,
5941810,,CSD,Soda Creek 1,
5941831,,CSD,Tanakut 4,
5941872,,CSD,Swan Lake  3,
5941807,,CSD,Dog Creek 2,
5941864,,CSD,Sundayman's Meadow 3,
5941010,086210-086220,CSD,Cariboo D,
5941834,,CSD,Louis Squinas Ranch 14,
5941852,,CSD,Trout Lake Alec 16,
5941837,,CSD,Nazco 20,
5941821,,CSD,Anahim's Flat 1,
5941841,,CSD,Stone 1,
5941832,,CSD,Garden 2A,
5941808,,CSD,Lohbiee 3,
5941850,,CSD,Toosey 1,
5941868,,CSD,Sandy Harry 4,
5941803,,CSD,Canim Lake 4,
5941861,,CSD,Betty Creek 18,
5941801,,CSD,Alkali Lake 1,
5941858,,CSD,Cahoose 10,
5941854,,CSD,Ulkatcho 13,
5941846,,CSD,Toby's Meadow 4,
5941014,086210-086220,CSD,Cariboo F,
5941815,,CSD,Alexandria 1,
5941849,,CSD,Baptiste Meadow 2,
5941813,,CSD,Canim Lake 2,
5941005,,CSD,One Hundred Mile House,
5941880,,CSD,Ulkatcho 14A,
5941811,,CSD,Johny Sticks 2,
5941865,,CSD,Tatelkus Lake 28,
5941866,,CSD,Euchinico Creek 17,
5941856,,CSD,Alexis Creek 34,
5941019,086210-086220,CSD,Cariboo A,
5941820,,CSD,Alexis Creek 25,
5941819,,CSD,Alexis Creek 24,
5941009,086220,CSD,Williams Lake,
5941812,086220,CSD,Williams Lake 1,
5941874,,CSD,Little Springs  8,
5941855,,CSD,Windy Mouth 7,
5941806,,CSD,Dog Creek 1,
5941017,086210-086220,CSD,Cariboo L,
5941860,,CSD,Cahoose 12,
5941840,,CSD,Squinas 2,
5941026,086210-086220,CSD,Cariboo C,
5941870,,CSD,Alexandria 1A,
5941823,,CSD,Anahim's Meadow 2A,
5941876,,CSD,Lezbye  6,
5941804,,CSD,Canoe Creek 3,
5941802,,CSD,Canim Lake 1,
5941027,086210-086220,CSD,Cariboo I,
5941859,,CSD,Blackwater Meadow 11,
5941845,,CSD,Thomas Squinas Ranch 2A,
5941851,,CSD,Towdystan Lake 3,
5941843,,CSD,Seymour Meadows 19,
5941844,,CSD,Agats Meadow 8,
5941012,086210-086220,CSD,Cariboo E,
5941830,,CSD,Garden 2,
5941015,086210-086220,CSD,Cariboo G,
5941875,,CSD,Little Springs 18,
5941809,086210,CSD,Quesnel 1,
5941863,,CSD,Tzetzi Lake 11,
5941833,,CSD,Kluskus 1,
5941847,,CSD,Alexis Creek  6,
5941879,,CSD,Michel Gardens 36,
5941816,,CSD,Alexandria 3,
5941873,,CSD,Alkali Lake 4A,
5941039,086210-086220,CSD,Cariboo J,
5941862,,CSD,Salmon River Meadow 7,
5941021,086210-086220,CSD,Cariboo B,
5941013,086210,CSD,Quesnel,
5941041,086210-086220,CSD,Cariboo K,
5941817,,CSD,Alexis Creek 14,
5941838,,CSD,Puntzi Lake 2,
5941839,,CSD,Redstone Flat 1,
5941805,,CSD,Deep Creek 2,
5941829,,CSD,Chilco Lake 1A,
5941016,086210-086220,CSD,Cariboo H,
5941025,,CSD,Wells,
5941814,,CSD,Alexandria 3A,
5941828,,CSD,Chilco Lake 1,
5941842,,CSD,Alexis Creek 17,
5941848,,CSD,Alexis Creek 21,
5943,,CD,Mount Waddington,
5943023,,CSD,Port Hardy,
5943017,,CSD,Port Alice,
5943801,,CSD,Alert Bay 1,
5943008,,CSD,Alert Bay,
5943807,,CSD,Dead Point 5,
5943836,,CSD,Hope Island 1,
5943809,,CSD,Hopetown 10A,
5943802,,CSD,Alert Bay 1A,
5943817,,CSD,Thomas Point 5,
5943012,,CSD,Port McNeill,
5943033,,CSD,Mount Waddington D,
5943031,,CSD,Mount Waddington C,
5943808,,CSD,Gwayasdums 1,
5943806,,CSD,Tsulquate 4,
5943813,,CSD,Quaee 7,
5943037,,CSD,Mount Waddington A,
5943027,,CSD,Mount Waddington B,
5943804,,CSD,Fort Rupert 1,
5943815,,CSD,Kippase 2,
5943816,,CSD,Quatsino Subdivision 18,
5945,082100-082200,CD,Central Coast,
5945012,082100-082200,CSD,Central Coast D,
5945006,082100-082200,CSD,Central Coast A,
5945802,,CSD,Bella Coola 1,
5945801,,CSD,Bella Bella 1,
5945014,082100-082200,CSD,Central Coast E,
5945803,,CSD,Katit 1,
5945010,082100-082200,CSD,Central Coast C,
5947,,CD,Skeena-Queen Charlotte,
5947809,,CSD,Lax Kw'alaams 1,
5947810,,CSD,S1/2 Tsimpsean 2,
5947021,,CSD,Skeena-Queen Charlotte C,
5947030,,CSD,Port Clements,
5947027,,CSD,Skeena-Queen Charlotte D,
5947007,,CSD,Port Edward,
5947807,,CSD,Dolphin Island 1,
5947023,,CSD,Masset,
5947012,,CSD,Prince Rupert,
5947026,,CSD,Queen Charlotte,
5947032,,CSD,Skeena-Queen Charlotte E,
5947806,,CSD,Kulkayu (Hartley Bay) 4,
5947016,,CSD,Skeena-Queen Charlotte A,
5947803,,CSD,Masset 1,
5947804,,CSD,Skidegate 1,
5949,,CD,Kitimat-Stikine,
5949845,089300,CSD,Dease Lake 9,
5949840,,CSD,Laxgalts'ap,
5949024,,CSD,New Hazelton,
5949804,,CSD,Kitsumkaylum 1,
5949020,,CSD,Kitimat-Stikine C (Part 2),
5949830,,CSD,Kluachon Lake 1,
5949032,,CSD,Stewart,
5949844,,CSD,Kitselas 1,
5949842,,CSD,Gingolx,
5949838,,CSD,Gitwinksihlkw,
5949811,,CSD,Hagwilget 1,
5949807,,CSD,Kulspai 6,
5949826,,CSD,Telegraph Creek 6,
5949846,,CSD,Tahltan 1,
5949013,,CSD,Kitimat-Stikine C (Part 1),
5949812,,CSD,Gitanmaax 1,
5949028,,CSD,Kitimat-Stikine B,
5949041,,CSD,Kitimat-Stikine D,
5949832,,CSD,Iskut 6,
5949022,,CSD,Hazelton,
5949817,,CSD,Moricetown 1,
5949816,,CSD,Gitwangak 1,
5949802,,CSD,Kitasoo 1,
5949843,,CSD,Guhthe Tah 12,
5949815,,CSD,Gitanyow 1,
5949820,087110-087120,CSD,Bulkley River 19,
5949805,,CSD,Kshish 4,
5949039,,CSD,Kitimat-Stikine A,
5949035,,CSD,Nisga'a,
5949818,,CSD,Sik-e-dakh 2,
5949810,,CSD,Coryatsaqua (Moricetown) 2,
5949005,,CSD,Kitimat,
5949018,,CSD,Kitimat-Stikine E,
5949011,,CSD,Terrace,
5949803,,CSD,Kitamaat 2,
5949038,,CSD,Kitimat-Stikine F,
5949827,,CSD,Telegraph Creek 6A,
5949836,,CSD,Aiyansh (Kitladamas) 1,
5949834,,CSD,New Aiyansh,
5949814,,CSD,Gitsegukla 1,
5949819,,CSD,Babine 17,
5949813,,CSD,Kispiox 1,
5951,087110-087120,CD,Bulkley-Nechako,
5951053,087110-087120,CSD,Bulkley-Nechako G,
5951051,087110-087120,CSD,Bulkley-Nechako A,
5951845,,CSD,Tadinlay 15,
5951034,,CSD,Houston,
5951805,,CSD,Binche 2 (Pinchie 2),
5951013,,CSD,Fort St. James,
5951009,,CSD,Fraser Lake,
5951032,,CSD,Granisle,
5951043,087110,CSD,Smithers,
5951801,,CSD,Ye Koo Che 3,
5951815,087120,CSD,Burns Lake 18,
5951818,,CSD,Cheslatta 1,
5951804,,CSD,Sowchea 3,
5951007,,CSD,Vanderhoof,
5951015,087110-087120,CSD,Bulkley-Nechako C,
5951830,,CSD,Jean Baptiste 28,
5951031,087110-087120,CSD,Bulkley-Nechako E,
5951812,,CSD,North Tacla Lake 7,
5951846,,CSD,Nedoats 11,
5951814,,CSD,Dzitline Lee 9,
5951824,,CSD,Skins Lake 16B,
5951019,087110-087120,CSD,Bulkley-Nechako F,
5951822,,CSD,Francois Lake 7,
5951823,,CSD,Skins Lake 16A,
5951819,,CSD,Omineca 1,
5951840,,CSD,Williams Prairie Meadow 1A,
5951833,,CSD,Tatla't East 2,
5951803,,CSD,Nak'azdli (Necoslie 1),
5951841,,CSD,North Tacla Lake 7A,
5951811,,CSD,Tacla Lake (Ferry Landing) 9,
5951821,,CSD,Duncan Lake 2,
5951847,,CSD,Babine Lake 21B,
5951810,,CSD,Tache 1,
5951825,,CSD,Tatla West 11,
5951022,087120,CSD,Burns Lake,
5951826,,CSD,Uncha Lake 13A,
5951813,,CSD,Laketown 3,
5951038,,CSD,Telkwa,
5951844,,CSD,Poison Creek 17A,
5951809,,CSD,Stony Creek 1,
5951828,,CSD,Babine  6,
5951820,,CSD,Palling 1,
5951827,,CSD,Woyenne 27,
5951829,,CSD,Babine 25,
5951028,087110-087120,CSD,Bulkley-Nechako B,
5951017,087110-087120,CSD,Bulkley-Nechako D,
5951806,,CSD,Seaspunkut 4,
5951802,,CSD,Nautley (Fort Fraser) 1,
5951807,,CSD,Stellaquo (Stella) 1,
5953,,CD,Fraser-Fort George,
5953044,,CSD,Fraser-Fort George D,
5953019,,CSD,Fraser-Fort George H,
5953042,,CSD,Fraser-Fort George C,
5953007,,CSD,Valemount,
5953023,087400,CSD,Prince George,
5953012,,CSD,McBride,
5953050,,CSD,Fraser-Fort George G,
5953033,,CSD,Mackenzie,
5953048,,CSD,Fraser-Fort George F,
5953801,,CSD,Fort George (Shelley) 2,
5953046,,CSD,Fraser-Fort George E,
5953038,,CSD,Fraser-Fort George A,
5953802,,CSD,McLeod Lake 1,
5955,087310-087320,CD,Peace River,
5955034,,CSD,Fort St. John,
5955812,,CSD,Ingenika Point,
5955005,,CSD,Pouce Coupe,
5955040,087310-087320,CSD,Peace River B,
5955807,,CSD,Fort Ware 1,
5955808,,CSD,Halfway River 168,
5955010,,CSD,Chetwynd,
5955014,,CSD,Dawson Creek,
5955042,087310-087320,CSD,Peace River C,
5955802,,CSD,West Moberly Lake 168A,
5955803,,CSD,Blueberry River 205,
5955804,,CSD,Doig River 206,
5955003,,CSD,Tumbler Ridge,
5955023,087310-087320,CSD,Peace River E,
5955025,,CSD,Hudson's Hope,
5955021,087310-087320,CSD,Peace River D,
5955801,,CSD,East Moberly Lake 169,
5955030,,CSD,Taylor,
5957,,CD,Stikine,
5957814,,CSD,Liard River 3,
5957022,,CSD,Stikine Region,
5957802,,CSD,Unnamed 10,
5957813,,CSD,Lower Post,
5957804,,CSD,Good Hope Lake,
5957803,,CSD,Five Mile Point  3,
5959,,CD,Northern Rockies,
5959810,,CSD,Prophet River 4,
5959805,,CSD,Fontas 1,
5959806,088100,CSD,Fort Nelson 2,
5959809,,CSD,Kahntah 3,
5959007,,CSD,Northern Rockies,
48,070000,PT,Alberta,
4801,074200,CD,Division No.  1,
4801018,074242,CSD,Redcliff,
4801009,074310,CSD,Foremost,
4801003,074211-074212-074241-074242-074251-074252-074253-074261-074262-074340-074360,CSD,Cypress County,
4801008,073350-074280-074310-074320-074330-074350,CSD,Forty Mile County No. 8,
4801006,074270,CSD,Medicine Hat,
4801014,074280,CSD,Bow Island,
4802,073300,CD,Division No.  2,
4802032,074232,CSD,Tilley,
4802011,073311-073312-073313,CSD,Lethbridge County,
4802008,,CSD,Raymond,
4802016,073311,CSD,Barons,
4802018,073312,CSD,Picture Butte,
4802006,073341,CSD,Warner,
4802002,073342,CSD,Coutts,
4802036,072653,CSD,Duchess,
4802034,072600,CSD,Brooks,
4802012,073314,CSD,Lethbridge,
4802014,073311,CSD,Nobleford,
4802013,073311,CSD,Coalhurst,
4802001,073331-073332-073341-073342-073343,CSD,Warner County No. 5,
4802029,073321,CSD,Vauxhall,
4802031,072651-072652-072653-072654-074231-074232,CSD,Newell County No. 4,
4802004,073342,CSD,Milk River,
4802038,072653,CSD,Rosemary,
4802023,073322,CSD,Barnwell,
4802022,073321-073322-073323,CSD,Taber,
4802039,072651,CSD,Bassano,
4802009,072240,CSD,Stirling,
4802019,073313,CSD,Coaldale,
4802021,073321-073322-073323,CSD,Taber,
4803,072500,CD,Division No.  3,
4803011,073150-073160,CSD,Pincher Creek No. 9,
4803003,073170,CSD,Improvement District No. 4 Waterton,
4803801,073130,CSD,Piikani 147,
4803022,072542,CSD,Claresholm,
4803004,073242,CSD,Cardston,
4803021,073211,CSD,Granum,
4803019,073212,CSD,Fort Macleod,
4803026,072541,CSD,Nanton,
4803803,073170-073221,CSD,Blood 148A,
4803024,072542,CSD,Stavely,
4803008,073222,CSD,Hill Spring,
4803002,073222,CSD,Magrath,
4803006,073222,CSD,Glenwood,
4803014,073160,CSD,Pincher Creek,
4803001,073222-073231-073232-073241-073242,CSD,Cardston County,
4803016,073120,CSD,Cowley,
4803802,073170-073221,CSD,Blood 148,
4803018,072541-072542-073211-073212,CSD,Willow Creek No. 26,
4804,074100,CD,Division No.  4,
4804014,074144,CSD,Oyen,
4804001,074160,CSD,Acadia No. 34,
4804006,074224,CSD,Empress,
4804016,074144,CSD,Cereal,
4804020,,CSD,Special Area No. 4,
4804021,074131,CSD,Veteran,
4804011,074122,CSD,Hanna,
4804022,074131,CSD,Consort,
4804012,,CSD,Special Area No. 3,
4804019,074141,CSD,Youngstown,
4804004,,CSD,Special Area No. 2,
4805,072600,CD,Division No.  5,
4805021,072632,CSD,Standard,
4805004,072643,CSD,Champion,
4805009,072645,CSD,Milo,
4805802,072633,CSD,Siksika 146,
4805042,072322,CSD,Carbon,
4805022,072341,CSD,Rockyford,
4805012,072341-072342-072631-072632-072634,CSD,Wheatland County,
4805044,072321,CSD,Acme,
4805026,072350,CSD,Drumheller,
4805001,072641-072642-072643-072644-072645,CSD,Vulcan County,
4805006,072642,CSD,Vulcan,
4805011,072641,CSD,Arrowwood,
4805002,072643,CSD,Carmangay,
4805008,072644,CSD,Lomond,
4805019,072634,CSD,Hussar,
4805018,072631,CSD,Strathmore,
4805046,072321,CSD,Linden,
4805048,072313,CSD,Three Hills,
4805036,072332,CSD,Munson,
4805049,,CSD,Trochu,
4805034,072333,CSD,Delia,
4805038,072332,CSD,Morrin,
4805041,072311-072312-072313-072321-072322,CSD,Kneehill County,
4805031,072331-072332-072333,CSD,Starland County,
4806,072400,CD,Division No.  6,
4806014,072250-072260-072270-072360-072510-072610,CSD,Rocky View County,
4806804,072510,CSD,Tsuu T'ina Nation 145 (Sarcee 145),
4806019,072270,CSD,Cochrane,
4806017,072610,CSD,Chestermere,
4806803,072523,CSD,Eden Valley 216,
4806006,072532,CSD,High River,
4806001,072521-072522-072523-072531-072532-072533-072620,CSD,Foothills No. 31,
4806011,072522,CSD,Black Diamond,
4806021,072250,CSD,Airdrie,
4806012,072531,CSD,Okotoks,
4806009,072522,CSD,Turner Valley,
4806022,072360,CSD,Irricana,
4806026,072250,CSD,Crossfield,
4806008,072523,CSD,Longview,
4806016,072400,CSD,Calgary,
4806024,072360,CSD,Beiseker,
4806031,072230,CSD,Cremona,
4806036,072210,CSD,Sundre,
4806034,072220,CSD,Olds,
4806029,072240,CSD,Carstairs,
4806032,072220,CSD,Didsbury,
4806028,072210-072220-072230-072240,CSD,Mountain View County,
4807,075200,CD,Division No.  7,
4807006,075281,CSD,Hughenden,
4807052,075273,CSD,Edgerton,
4807048,075242,CSD,Hardisty,
4807044,075241,CSD,Sedgewick,
4807038,076660,CSD,Heisler,
4807036,072160,CSD,Forestburg,
4807001,075281-075282-075283,CSD,Provost No. 52,
4807008,075281,CSD,Amisk,
4807046,075242,CSD,Lougheed,
4807034,072160,CSD,Galahad,
4807012,074113,CSD,Coronation,
4807026,072131-072132-072133-072134-072135,CSD,Stettler,
4807004,075282,CSD,Czar,
4807042,075241,CSD,Killam,
4807032,075243,CSD,Alliance,
4807029,072133,CSD,Donalda,
4807022,072134,CSD,Gadsby,
4807014,074111,CSD,Castor,
4807011,074111-074112-074113,CSD,Paintearth County No. 18,
4807021,072132,CSD,Big Valley,
4807051,075274,CSD,Chauvin,
4807039,076660,CSD,Daysland,
4807027,,CSD,White Sands,
4807041,076660,CSD,Strome,
4807054,075272,CSD,Wainwright,
4807002,075283,CSD,Provost,
4807016,072150,CSD,Halkirk,
4807028,072131,CSD,Rochon Sands,
4807024,072134,CSD,Botha,
4807031,072160-075241-075242-075243-076660,CSD,Flagstaff County,
4807019,072131-072132-072133-072134-072135,CSD,Stettler County No. 6,
4807056,075271,CSD,Irma,
4807049,075271-075272-075273-075274,CSD,Wainwright No. 61,
4808,072100,CD,Division No.  8,
4808042,072541,CSD,Parkland Beach,
4808012,072121,CSD,Sylvan Lake,
4808004,072125,CSD,Delburne,
4808032,072113,CSD,Clive,
4808013,,CSD,Norglenwold,
4808008,072100,CSD,Innisfail,
4808026,072112,CSD,Bentley,
4808023,,CSD,Birchcliff,
4808028,,CSD,Gull Lake,
4808029,072112,CSD,Blackfalds,
4808027,,CSD,Sunbreaker Cove,
4808024,072111,CSD,Eckville,
4808031,072111-072112-072113,CSD,Lacombe,
4808011,072140,CSD,Red Deer,
4808034,,CSD,Alix,
4808038,072180-076560-076570,CSD,Ponoka County,
4808813,,CSD,Montana 139,
4808001,072121-072122-072123-072124-072125,CSD,Red Deer County,
4808022,072111-072112-072113,CSD,Lacombe County,
4808812,,CSD,Samson 137A,
4808006,072123,CSD,Bowden,
4808811,,CSD,Samson 137,
4808039,072180,CSD,Ponoka,
4808025,,CSD,Half Moon Bay,
4808005,,CSD,Jarvis Bay,
4808002,072125,CSD,Elnora,
4808044,076560,CSD,Rimbey,
4808009,072123,CSD,Penhold,
4809,071300,CD,Division No.  9,
4809809,071330,CSD,Sunchild 202,
4809005,,CSD,Burnstick Lake,
4809010,071360,CSD,Caroline,
4809015,071350,CSD,Rocky Mountain House,
4809806,071330,CSD,O'Chiese 203,
4809810,071230,CSD,Big Horn 144A,
4809002,071220-071230-071240-071330-071350-071360-071410,CSD,Clearwater County,
4810,075200,CD,Division No. 10,
4810021,076642,CSD,Holden,
4810031,075221,CSD,Innisfree,
4810016,075230-076641-076642,CSD,Beaver County,
4810038,,CSD,Paradise Valley,
4810002,072170,CSD,Bashaw,
4810034,075222,CSD,Mannville,
4810003,076654,CSD,Rosalind,
4810018,076641,CSD,Tofield,
4810061,076333,CSD,Mundare,
4810011,072170-076652,CSD,Camrose,
4810059,076332,CSD,Andrew,
4810056,076350,CSD,Willingdon,
4810012,076652,CSD,Bittern Lake,
4810001,072170-076651-076652-076653-076654,CSD,Camrose County,
4810004,076653,CSD,Ferintosh,
4810051,075212,CSD,Myrnam,
4810041,075255,CSD,Kitscoty,
4810046,075253,CSD,Dewberry,
4810028,076380,CSD,Vegreville,
4810039,075260,CSD,Lloydminster (Part),
4810019,076642,CSD,Ryley,
4810032,075222,CSD,Minburn,
4810036,075251-075252-075253-075254-075255-075256,CSD,Vermilion River County,
4810042,075251,CSD,Vermilion,
4810062,076333,CSD,Chipman,
4810044,075255,CSD,Marwayne,
4810058,076331-076332-076333,CSD,Lamont County,
4810006,076653,CSD,Edberg,
4810008,076653,CSD,New Norway,
4810048,075211-075212-076350,CSD,Two Hills County No. 21,
4810066,076331,CSD,Bruderheim,
4810805,,CSD,Makaoo (Part) 120,
4810052,075211,CSD,Two Hills,
4810026,075221-075222-076380,CSD,Minburn County No. 27,
4810022,075230,CSD,Viking,
4810014,076651,CSD,Hay Lakes,
4810064,076331,CSD,Lamont,
4810068,076370,CSD,Improvement District No. 13 Elk Island,
4810009,076654,CSD,Bawlf,
4811,076400,CD,Division No. 11,
4811052,076400,CSD,Sherwood Park,
4811023,,CSD,Golden Days,
4811042,,CSD,Lakeview,
4811056,076360,CSD,Fort Saskatchewan,
4811002,076620,CSD,Wetaskiwin,
4811059,076241-076242-076243-076321-076322,CSD,Sturgeon County,
4811024,076510,CSD,Warburg,
4811803,,CSD,Louis Bull 138B,
4811805,,CSD,Alexander 134,
4811048,076233,CSD,Stony Plain,
4811011,076620,CSD,Millet,
4811804,076233,CSD,Stony Plain 135,
4811013,076611,CSD,Beaumont,
4811032,071310-071340-076530,CSD,Brazeau County,
4811065,076321,CSD,Redwater,
4811018,076520,CSD,Devon,
4811068,076243,CSD,Morinville,
4811066,076321,CSD,Bon Accord,
4811016,076611,CSD,Leduc,
4811034,072541-076231-076232-076233,CSD,Parkland County,
4811039,,CSD,Betula Beach,
4811031,076530,CSD,Drayton Valley,
4811806,076232,CSD,Wabamun 133A,
4811026,076530,CSD,Breton,
4811003,,CSD,Argentia Beach,
4811007,,CSD,Norris Beach,
4811001,076540-076550-076620,CSD,Wetaskiwin County No. 10,
4811006,,CSD,Crystal Springs,
4811064,076321,CSD,Gibbons,
4811009,,CSD,Silver Beach,
4811061,076400,CSD,Edmonton,
4811008,,CSD,Ma-Me-O Beach,
4811022,,CSD,Itaska Beach,
4811045,076232,CSD,Wabamun,
4811044,,CSD,Kapasiwin,
4811019,076520,CSD,Calmar,
4811801,,CSD,Ermineskin 138,
4811046,,CSD,Spring Lake,
4811004,,CSD,Grandview,
4811052,076360-076630,CSD,Strathcona County,
4811038,,CSD,Seba Beach,
4811041,,CSD,Point Alison,
4811062,076400,CSD,St. Albert,
4811020,,CSD,Sundance Beach,
4811005,,CSD,Poplar Bay,
4811802,076510-076540,CSD,Pigeon Lake 138A,
4811021,076510,CSD,Thorsby,
4811069,076242,CSD,Legal,
4811012,076510-076520-076611-076612,CSD,Leduc County,
4811049,076233,CSD,Spruce Grove,
4811807,076232,CSD,Wabamun 133B,
4812,075100,CD,Division No. 12,
4812020,,CSD,Horseshoe Bay,
4812806,,CSD,Saddle Lake 125,
4812016,075133,CSD,Elk Point,
4812815,075116-075144,CSD,Cold Lake 149B,
4812004,075141-075142-075143-075144-075145-075146,CSD,Bonnyville No. 87,
4812024,075122,CSD,Vilna,
4812009,075143,CSD,Bonnyville,
4812012,075142,CSD,Glendon,
4812810,075116-075144,CSD,Cold Lake 149,
4812811,075143,CSD,Kehewin 123,
4812813,075116-075144,CSD,Cold Lake 149A,
4812011,075141-075142-075143-075144-075145-075146,CSD,Bonnyville Beach,
4812840,075112,CSD,Heart Lake 167,
